Temps,Temperature_au_laser,Temperature_au_milieu,Temperature_a_lactuateur,Temperature_predit_au_laser
0,30,30,30,30
3,30.0000057459316,30.1116921412347,30.0030617203477,30.0005034955856
6,30.0003704408873,30.2242394678763,30.0122855924585,30.0013448868639
9,30.0017687270451,30.3333818989947,30.0270162200895,30.0034919098709
12,30.0047054207987,30.4392224428571,30.0466525343788,30.0073752501111
15,30.0095452611737,30.5418609917034,30.0706442764403,30.0132988143525
18,30.0165381520815,30.6413944149745,30.098488010241,30.0214629000779
21,30.0258404631922,30.737916652428,30.1297234400749,30.0319837273109
24,30.0375329674852,30.8315188015114,30.1639300096053,30.0449098676772
27,30.0516359112942,30.9222892037113,30.200723761178,30.0602360293727
30,30.0681216419514,31.0103135279159,30.2397544357138,30.077914591204
33,30.0869251573281,31.0956748510191,30.2807027949716,30.0978652225449
36,30.1079528893135,31.1784537370349,30.3232781493429,30.1199828776589
39,30.1310899883605,31.2587283123972,30.3672160756116,30.144144411245
42,30.1562063376464,31.3365743400935,30.4122763102818,30.1702140263475
45,30.1831614922613,31.4120652911882,30.4582408051625,30.1980477350926
48,30.2118087103858,31.4852724133327,30.5049119329038,30.2274969863863
51,30.2419982190052,31.5562647995736,30.5521108311034,30.2584115921076
54,30.273579835755,31.6251094523174,30.5996758744636,30.2906420639555
57,30.3064050505292,31.6918713470165,30.6474612652692,30.3240414564846
60,30.3403286550821,31.7566134933936,30.6953357331954,30.3584667976227
63,30.3752099956559,31.8193969946695,30.7431813361271,30.3937801757663
66,30.4109139123702,31.880281106028,30.7908923543051,30.429849542102
69,30.4473114194328,31.9393232895633,30.8383742706899,30.4665492778659
72,30.4842801719634,31.9965792691896,30.8855428309738,30.5037605686118
75,30.5217047581436,32.0521030830814,30.9323231771664,30.541371621028
78,30.5594768493738,32.1059471342934,30.9786490491391,30.5792777522684
81,30.5974952359541,32.1581622407678,31.0244620489364,30.6173813770044
84,30.6356657714171,32.2087976830176,31.0697109630573,30.6555919133542
87,30.6739012448892,32.257901250624,31.11435113827,30.693825625389
90,30.7121211976747,32.3055192875471,31.1583439068603,30.7320054169845
93,30.7502516975433,32.3516967352612,31.2016560575247,30.7700605892861
96,30.7882250819039,32.3964771760654,31.2442593484042,30.8079265719459
99,30.825979679097,32.4399028738403,31.286130059023,30.8455446364928
102,30.8634595153878,32.4820148132645,31.3272485781386,30.8828615986831
105,30.9006140138448,32.5228527397954,31.3675990247385,30.9198295153973
108,30.9373976901177,32.5624551959683,31.4071688996288,30.9564053805747
111,30.9737698491335,32.6008595585403,31.4459487652509,30.9925508237658
114,31.0096942859024,32.6381020735745,31.483931951547,31.0282318141277
117,31.0451389929271,32.674217890283,31.5211142858551,31.0634183720512
120,31.0800758761332,32.7092410947455,31.557493844971,31.098084290078
123,31.1144804807492,32.7432047418014,31.5930707276574,31.1322068643319
126,31.1483317281729,32.7761408862345,31.6278468460061,31.1657666373196
129,31.181611664526,32.8080806132321,31.6618257341877,31.1987471526655
132,31.2143052213323,32.8390540671197,31.6950123732276,31.2311347220968
135,31.2463999885342,32.8690904807041,31.7274130305576,31.2629182048011
138,31.2778859998865,32.8982182024915,31.7590351131818,31.2940887991186
141,31.3087555306244,32.9264647227687,31.7898870333893,31.3246398464073
144,31.3390029071897,32.9538567008467,31.8199780860244,31.3545666468202
147,31.3686243287167,32.9804199890034,31.8493183364023,31.383866286657
150,31.3976176999076,33.006179657668,31.8779185180268,31.4125374768986
153,31.4259824748849,33.0311600188711,31.9057899393334,31.4405804024884
156,31.4537195115695,33.0553846488356,31.9329443987383,31.4679965819009
159,31.4808309361118,33.0788764107697,31.9593941073307,31.494788736515
162,31.5073200168927,33.1016574761666,31.9851516185955,31.5209606693055
165,31.5331910476016,33.1237493457181,32.010229764603,31.546517152362
168,31.5584492389038,33.1451728698126,32.0346415981416,31.5714638227485
171,31.5831006182139,33.1659482676101,32.0584003403146,31.5958070862249
174,31.6071519371008,33.1860951470172,32.0815193331558,31.6195540283647
177,31.6306105858651,33.2056325228236,32.1040119968544,31.6427123326147
180,31.6534845148435,33.2245788339725,32.1258917912113,31.6652902048604
183,31.6757821620115,33.242951962207,32.1471721809784,31.6872963040792
186,31.6975123864738,33.2607692479336,32.1678666047595,31.7087396786785
189,31.7186844074523,33.2780475072707,32.1879884471753,31.7296297081388
192,31.7393077483969,33.2948030470502,32.2075510140214,31.7499760495972
195,31.7593921858672,33.3110516813656,32.2265675101645,31.7697885890285
198,31.7789477028504,33.3268087454876,32.2450510199473,31.7890773966998
201,31.7979844461989,33.3420891109367,32.2630144898865,31.8078526865911
204,31.8165126878915,33.3569071994122,32.2804707134673,31.8261247794934
207,31.8345427898376,33.3712769960081,32.2974323178532,31.8439040695155
210,31.8520851719616,33.3852120629658,32.3139117523427,31.8612009937432
213,31.8691502833235,33.3987255521947,32.3299212784211,31.8780260048149
216,31.8857485760422,33.4118302176711,32.3454729612631,31.8943895461886
219,31.9018904818095,33.4245384276827,32.3605786625583,31.9103020298961
222,31.9175863907917,33.4368621758981,32.3752500345377,31.9257738165871
225,31.9328466327322,33.448813093583,32.3894985150924,31.9408151976839
228,31.9476814600807,33.4604024601967,32.4033353238816,31.9554363794789
231,31.9621010329862,33.4716412133678,32.4167714593386,31.9696474690168
234,31.9761154060028,33.4825399605181,32.4298176964866,31.9834584616175
237,31.9897345163682,33.4931089876681,32.4424845854889,31.9968792299044
240,32.002968173724,33.503358269892,32.4547824508575,32.0099195142106
243,32.0158260511581,33.5132974805631,32.4667213912573,32.0225889142504
246,32.0283176774557,33.5229360001034,32.4783112798433,32.0348968819449
