Temps,Temperature_au_laser,Temperature_au_milieu,Temperature_a_lactuateur,Temperature_predit_au_laser
333,19.9685028893648,20.5820429139424,20.1525925297174,19.9700276859593
336,19.9706856272656,20.5836804023802,20.1545937903376,19.9721768590613
339,19.972803196939,20.5852683517779,20.1565349676581,19.9742618456331
342,19.9748575048992,20.586808260973,20.1584178447724,19.9762845250217
345,19.9768504048624,20.5883015832444,20.1602441534285,19.9782467244079
348,19.9787836989777,20.5897497280113,20.1620155753877,19.9801502200326
351,19.9806591390488,20.5911540620819,20.1637337437559,19.9819967384124
354,19.9824784277437,20.5925159107868,20.1654002442889,19.9837879575431
357,19.9842432197917,20.5938365594627,20.1670166166704,19.9855255080892
360,19.9859551231657,20.5951172545464,20.1685843557629,19.9872109745578
363,19.9876157002486,20.5963592047462,20.1701049128319,19.9888458964572
366,19.9892264689833,20.5975635822707,20.1715796967422,19.9904317694378
369,19.9907889040052,20.5987315236769,20.1730100751282,19.9919700464147
372,19.9923044377558,20.5998641313247,20.1743973755363,19.9934621386724
375,19.9937744615781,20.6009624742584,20.1757428865411,19.9949094169495
378,19.9952003267918,20.6020275889278,20.1770478588352,19.9963132125044
381,19.9965833457489,20.6030604807207,20.1783135062926,19.9976748181601
384,19.997924792869,20.6040621243921,20.1795410070056,19.9989954893288
387,19.9992259056539,20.6050334653184,20.1807315042971,20.0002764450164
390,20.0004878856817,20.6059754203006,20.181886107707,20.0015188688058
393,20.0017118995798,20.6068888782772,20.1830058939533,20.0027239098188
396,20.0028990799774,20.6077747013947,20.1840919078695,20.003892683658
399,20.0040505264362,20.608633725703,20.1851451633174,20.0050262733275
402,20.0051673063616,20.6094667619385,20.1861666440761,20.0061257301322
405,20.0062504558917,20.6102745963777,20.1871573047077,20.0071920745572
408,20.0073009807665,20.6110579913214,20.1881180714007,20.0082262971261
411,20.0083198571766,20.6118176861953,20.1890498427897,20.0092293592391
414,20.0093080325907,20.6125543980896,20.1899534907549,20.0102021939908
417,20.0102664265643,20.613268822148,20.1908298611984,20.0111457069676
420,20.0111959315274,20.6139616327543,20.1916797748005,20.0120607770263
423,20.0120974135532,20.6146334837365,20.1925040277548,20.0129482570526
426,20.0129717131072,20.6152850092754,20.1933033924834,20.0138089747001
429,20.0138196457773,20.6159168241317,20.1940786183325,20.0146437331114
432,20.0146420029854,20.6165295247206,20.1948304322485,20.0154533116194
435,20.0154395526801,20.6171236892439,20.1955595394354,20.0162384664314
438,20.016213040012,20.6176998784911,20.1962666239934,20.0169999312947
441,20.0169631879901,20.6182586363233,20.1969523495408,20.0177384181446
444,20.0176906981221,20.6188004900178,20.197617359817,20.0184546177355
447,20.0183962510366,20.6193259510022,20.198262279269,20.0191492002549
450,20.0190805070894,20.6198355152173,20.1988877136219,20.0198228159204
453,20.0197441069522,20.62032966358,20.1994942504318,20.0204760955614
456,20.0203876721867,20.6208088625249,20.2000824596244,20.021109651184
459,20.021011805802,20.6212735641876,20.2006528940172,20.0217240765211
462,20.0216170927972,20.6217242072135,20.2012060898271,20.0223199475673
465,20.0222041006882,20.6221612170095,20.2017425671631,20.0228978230981
468,20.0227733800215,20.6225850058597,20.2022628305055,20.0234582451758
471,20.0233254648714,20.6229959738693,20.2027673691702,20.0240017396405
474,20.0238608733255,20.6233945088282,20.2032566577607,20.024528816588
477,20.0243801079552,20.6237809868953,20.2037311566057,20.0250399708332
480,20.0248836562731,20.6241557728819,20.2041913121854,20.0255356823615
483,20.0253719911778,20.6245192204332,20.2046375575441,20.0260164167667
486,20.025845571386,20.6248716725976,20.2050703126914,20.0264826256768
489,20.0263048418522,20.6252134620306,20.205489984992,20.0269347471676
492,20.026750234176,20.6255449113037,20.2058969695429,20.027373206164
495,20.0271821669987,20.6258663332967,20.2062916495409,20.0277984148303
498,20.0276010463874,20.6261780312356,20.2066743966384,20.0282107729497
501,20.028007266209,20.6264802993606,20.2070455712889,20.0286106682915
504,20.0284012084926,20.6267734230432,20.2074055230829,20.0289984769686
507,20.0287832437819,20.6270576787688,20.2077545910729,20.0293745637851
510,20.0291537314775,20.6273333349521,20.2080931040894,20.0297392825726
513,20.0295130201686,20.6276006516732,20.208421381048,20.0300929765176
516,20.0298614479555,20.6278598812506,20.2087397312462,20.030435978479
519,20.030199342763,20.6281112683972,20.2090484546525,20.0307686112963
522,20.0305270226439,20.6283550502952,20.2093478421864,20.0310911880894
525,20.0308447960742,20.6285914570526,20.2096381759902,20.0314040125486
528,20.0311529622391,20.6288207118018,20.209919729693,20.0317073792169
531,20.0314518113115,20.6290430309042,20.210192768666,20.0320015737635
534,20.0317416247214,20.629258624243,20.2104575502714,20.0322868732497
537,20.0320226754174,20.6294676951634,20.2107143241028,20.0325635463865
540,20.0322952281217,20.6296704410457,20.2109633322193,20.0328318537852
543,20.0325595395756,20.6298670533331,20.2112048093718,20.0330920481996
546,20.0328158587797,20.6300577174243,20.2114389832235,20.0333443747625
549,20.0330644272258,20.6302426134029,20.2116660745625,20.0335890712137
552,20.0333054791219,20.6304219156875,20.2118862975099,20.0338263681223
555,20.0335392416114,20.6305957935309,20.2120998597194,20.0340564891018
558,20.0337659349853,20.6307644110904,20.2123069625732,20.0342796510189
561,20.0339857728873,20.6309279274306,20.2125078013702,20.0344960641969
564,20.0341989625146,20.6310864969052,20.2127025655097,20.0347059326116
567,20.0344057048109,20.6312402691836,20.2128914386692,20.0349094540825
570,20.0346061946549,20.6313893893875,20.2130745989769,20.035106820458
573,20.0348006210426,20.6315339983149,20.2132522191789,20.0352982177948
576,20.0349891672642,20.6316742323163,20.2134244668015,20.0354838265328
579,20.035172011076,20.6318102238035,20.2135915043089,20.035663821663
582,20.0353493248666,20.6319421012173,20.2137534892556,20.0358383728928
585,20.0355212758193,20.6320699888599,20.2139105744347,20.0360076448044
588,20.0356880260679,20.6321940075436,20.2140629080215,20.0361717970092
591,20.0358497328496,20.6323142742722,20.2142106337127,20.0363309842978
594,20.0360065486521,20.6324309026425,20.2143538908621,20.036485356785
597,20.0361586213567,20.6325440025806,20.214492814611,20.036635060051
600,20.0363060943773,20.63265368094,20.2146275360158,20.0367802352777
603,20.0364491067953,20.6327600411714,20.2147581821711,20.036921019382
606,20.0365877934896,20.6328631836758,20.2148848763297,20.0370575451433
609,20.0367222852639,20.6329632058539,20.2150077380179,20.0371899413294
612,20.0368527089693,20.6330602020297,20.215126883149,20.0373183328166
615,20.0369791876237,20.6331542637752,20.2152424241313,20.0374428407079
618,20.0371018405272,20.6332454798778,20.2153544699751,20.037563582446
621,20.0372207833746,20.6333339364183,20.2154631263944,20.0376806719246
624,20.0373361283639,20.6334197169408,20.2155684959069,20.0377942195948
627,20.037447984302,20.6335029022732,20.2156706779308,20.0379043325694
630,20.0375564567071,20.633583570987,20.2157697688779,20.0380111147235
633,20.0376616479077,20.6336617993083,20.2158658622447,20.0381146667921
636,20.0377636571391,20.6337376609039,20.2159590487007,20.0382150864654
639,20.0378625806368,20.6338112275064,20.2160494161733,20.0383124684802
642,20.0379585117272,20.633882568467,20.2161370499313,20.0384069047094
645,20.038051540915,20.6339517511398,20.2162220326647,20.0384984842483
648,20.0381417559688,20.6340188408734,20.2163044445629,20.0385872934987
651,20.0382292420037,20.6340839009102,20.2163843633903,20.0386734162498
654,20.0383140815614,20.6341469926812,20.2164618645595,20.0387569337579
657,20.0383963546878,20.6342081757442,20.2165370212023,20.038837924822
660,20.0384761390086,20.6342675078352,20.216609904239,20.0389164658589
663,20.0385535098024,20.6343250450105,20.2166805824448,20.0389926309745
666,20.0386285400714,20.6343808414422,20.216749122515,20.0390664920339
669,20.0387013006104,20.6344349498514,20.2168155891275,20.039138118729
672,20.0387718600735,20.6344874213971,20.2168800450044,20.0392075786446
675,20.0388402850386,20.6345383054378,20.2169425509704,20.0392749373215
678,20.0389066400703,20.6345876501325,20.2170031660106,20.0393402583184
681,20.0389709877807,20.6346355019693,20.2170619473262,20.0394036032721
684,20.0390333888884,20.6346819061361,20.2171189503882,20.0394650319552
687,20.0390939022759,20.6347269064818,20.2171742289897,20.039524602333
690,20.0391525850448,20.6347705454013,20.2172278352968,20.0395823706174
693,20.0392094925697,20.6348128641082,20.2172798198976,20.0396383913204
696,20.0392646785506,20.6348539025549,20.2173302318503,20.0396927173052
699,20.0393181950635,20.6348936994649,20.217379118729,20.0397453998366
702,20.0393700926091,20.6349322924574,20.2174265266687,20.0397964886286
705,20.039420420161,20.6349697178252,20.2174725004092,20.0398460318916
708,20.0394692252115,20.6350060109498,20.2175170833367,20.039894076378
711,20.0395165538164,20.6350412061767,20.2175603175252,20.039940667426
714,20.0395624506386,20.6350753365597,20.2176022437759,20.0399858490027
717,20.03960695899,20.6351084344463,20.217642901656,20.0400296637451
720,20.0396501208726,20.6351405309884,20.2176823295355,20.0400721530009
723,20.0396919770179,20.6351716565064,20.2177205646239,20.0401133568668
726,20.0397325669254,20.6352018404283,20.2177576430053,20.0401533142269
729,20.0397719288999,20.6352311111654,20.217793599672,20.0401920627891
732,20.0398101000875,20.6352594963707,20.217828468558,20.0402296391207
735,20.0398471165107,20.6352870228462,20.2178622825705,20.040266078683
738,20.0398830131024,20.6353137165628,20.2178950736216,20.0403014158646
741,20.039917823739,20.635339602773,20.2179268726578,20.0403356840139
744,20.0399515812719,20.635364705777,20.2179577096897,20.0403689154705
747,20.039984317559,20.6353890493263,20.2179876138197,20.0404011415959
750,20.0400160634945,20.6354126564884,20.2180166132702,20.0404323928028
753,20.0400468490379,20.6354355493807,20.2180447354096,20.040462698584
756,20.0400767032428,20.6354577497216,20.2180720067785,20.0404920875402
759,20.0401056542835,20.6354792784188,20.2180984531146,20.0405205874068
762,20.0401337294825,20.6355001558806,20.2181240993771,20.0405482250806
765,20.0401609553354,20.6355204016636,20.2181489697699,20.0405750266441
768,20.0401873575366,20.6355400349858,20.218173087765,20.0406010173916
771,20.040212961003,20.6355590743135,20.2181964761242,20.0406262218514
774,20.040237789898,20.6355775376346,20.2182191569206,20.0406506638107
777,20.0402618676538,20.6355954424298,20.2182411515598,20.0406743663364
780,20.0402852169941,20.6356128055208,20.2182624807997,20.0406973517979
783,20.0403078599547,20.6356296433222,20.2182831647703,20.040719641888
786,20.0403298179053,20.6356459717376,20.2183032229925,20.0407412576431
789,20.0403511115689,20.6356618061691,20.2183226743969,20.0407622194633
792,20.0403717610416,20.63567716162,20.2183415373413,20.0407825471318
795,20.0403917858117,20.6356920524514,20.2183598296279,20.0408022598328
798,20.0404112047777,20.6357064927785,20.2183775685209,20.0408213761706
801,20.0404300362668,20.6357204963213,20.2183947707616,20.0408399141868
804,20.0404482980514,20.6357340761314,20.2184114525853,20.0408578913766
807,20.0404660073665,20.6357472451601,20.218427629736,20.0408753247067
810,20.0404831809256,20.6357600157553,20.2184433174814,20.0408922306299
813,20.0404998349366,20.6357723999927,20.2184585306272,20.0409086251018
816,20.0405159851172,20.6357844096147,20.2184732835314,20.0409245235948
819,20.0405316467094,20.6357960558792,20.2184875901175,20.0409399411137
822,20.0405468344942,20.6358073498053,20.218501463888,20.0409548922091
825,20.0405615628057,20.6358183020643,20.2185149179365,20.0409693909916
828,20.0405758455439,20.6358289229843,20.218527964961,20.0409834511446
831,20.0405896961887,20.6358392226483,20.2185406172749,20.040997085938
834,20.0406031278119,20.6358492106458,20.2185528868194,20.0410103082399
837,20.0406161530902,20.6358588964638,20.2185647851744,20.0410231305294
840,20.0406287843164,20.6358682893356,20.2185763235692,20.0410355649077
843,20.0406410334117,20.6358773979618,20.2185875128938,20.0410476231104
846,20.0406529119366,20.6358862310744,20.2185983637084,20.0410593165177
849,20.0406644311019,20.6358947969263,20.2186088862541,20.0410706561656
852,20.0406756017791,20.6359031036276,20.2186190904617,20.0410816527563
855,20.0406864345109,20.635911159071,20.2186289859621,20.0410923166682
858,20.0406969395212,20.6359189707826,20.2186385820943,20.0411026579659
861,20.0407071267243,20.6359265461627,20.2186478879153,20.0411126864092
864,20.0407170057349,20.6359338923728,20.2186569122077,20.0411224114628
867,20.0407265858766,20.6359410163379,20.2186656634885,20.0411318423052
870,20.040735876191,20.6359479248404,20.2186741500172,20.041140987837
873,20.0407448854463,20.6359546242695,20.2186823798033,20.0411498566898
876,20.0407536221451,20.6359611210076,20.2186903606139,20.0411584572337
879,20.0407620945332,20.6359674212785,20.2186980999814,20.0411667975859
882,20.0407703106066,20.6359735308649,20.21870560521,20.0411748856179
885,20.0407782781197,20.6359794556684,20.2187128833831,20.0411827289632
888,20.0407860045921,20.6359852011949,20.2187199413699,20.0411903350242
891,20.0407934973159,20.635990772895,20.2187267858316,20.0411977109794
894,20.0408007633627,20.6359961760789,20.2187334232279,20.0412048637902
897,20.0408078095901,20.6360014157701,20.2187398598233,20.0412118002073
900,20.0408146426483,20.6360064969409,20.2187461016924,20.0412185267774
903,20.0408212689863,20.6360114243992,20.2187521547265,20.0412250498487
906,20.0408276948579,20.6360162027869,20.2187580246381,20.0412313755778
909,20.0408339263279,20.636020836673,20.2187637169675,20.0412375099349
912,20.0408399692774,20.6360253302996,20.2187692370869,20.0412434587095
915,20.0408458294098,20.6360296879672,20.2187745902062,20.0412492275159
918,20.0408515122558,20.6360339138808,20.2187797813776,20.0412548217989
921,20.0408570231788,20.6360380118658,20.2187848155006,20.0412602468381
924,20.04086236738,20.6360419859018,20.2187896973263,20.0412655077538
927,20.0408675499032,20.6360458396949,20.2187944314622,20.0412706095111
930,20.0408725756396,20.6360495769715,20.2187990223763,20.0412755569251
933,20.0408774493325,20.6360532011117,20.2188034744016,20.041280354665
936,20.0408821755818,20.6360567156458,20.2188077917397,20.0412850072591
939,20.0408867588479,20.6360601238273,20.2188119784654,20.0412895190983
942,20.0408912034565,20.6360634288914,20.2188160385302,20.0412938944409
945,20.0408955136024,20.6360666340126,20.2188199757658,20.0412981374163
948,20.0408996933536,20.636069742139,20.2188237938882,20.041302252029
951,20.0409037466547,20.6360727562313,20.218827496501,20.0413062421624
954,20.0409076773315,20.6360756791466,20.2188310870987,20.0413101115823
957,20.0409114890935,20.6360785136347,20.21883456907,20.0413138639407
960,20.0409151855383,20.6360812624296,20.2188379457012,20.0413175027791
963,20.0409187701546,20.6360839279943,20.2188412201792,20.0413210315317
966,20.0409222463255,20.636086512906,20.2188443955945,20.041324453529
969,20.0409256173319,20.6360890196953,20.2188474749438,20.0413277720006
972,20.0409288863552,20.6360914505633,20.2188504611337,20.0413309900786
975,20.0409320564807,20.636093807939,20.2188533569823,20.0413341107999
978,20.0409351307005,20.6360960939663,20.2188561652228,20.0413371371102
981,20.0409381119159,20.6360983108256,20.2188588885056,20.0413400718655
984,20.0409410029406,20.6361004606632,20.2188615294009,20.0413429178357
987,20.0409438065032,20.6361025454315,20.2188640904012,20.0413456777067
990,20.0409465252496,20.6361045671255,20.2188665739235,20.0413483540834
993,20.0409491617457,20.6361065276653,20.2188689823119,20.0413509494915
996,20.0409517184799,20.6361084288928,20.2188713178392,20.0413534663809
999,20.0409541978653,20.6361102726612,20.2188735827098,20.0413559071268
