0.000000000000000000e+00 0.000000000000000000e+00 2.941499999999999773e+02 2.941499999999999773e+02 2.941499999999999773e+02
2.562341772151898508e-03 1.500000000000000000e+00 2.941570323488044778e+02 2.941499999999999773e+02 2.941499999999999773e+02
5.124683544303797016e-03 1.500000000000000000e+00 2.941640644008854224e+02 2.941499999999999773e+02 2.941499999999999773e+02
7.687025316455695090e-03 1.500000000000000000e+00 2.941710961562552598e+02 2.941499999999999773e+02 2.941499999999999773e+02
1.024936708860759403e-02 1.500000000000000000e+00 2.941781276149266091e+02 2.941499999999999773e+02 2.941499999999999773e+02
1.281170886075949297e-02 1.500000000000000000e+00 2.941851587769119192e+02 2.941499999999999773e+02 2.941499999999999773e+02
1.537405063291139191e-02 1.500000000000000000e+00 2.941921896422236955e+02 2.941499999999999773e+02 2.941499999999999773e+02
1.793639240506329086e-02 1.500000000000000000e+00 2.941992202108745005e+02 2.941499999999999773e+02 2.941499999999999773e+02
2.049873417721518806e-02 1.500000000000000000e+00 2.942062500536563334e+02 2.941499999999999773e+02 2.941499999999999773e+02
2.306107594936708527e-02 1.500000000000000000e+00 2.942132779903702158e+02 2.941499999999999773e+02 2.941499999999999773e+02
2.562341772151898248e-02 1.500000000000000000e+00 2.942203020095419674e+02 2.941499999999999773e+02 2.941499999999999773e+02
2.818575949367087968e-02 1.500000000000000000e+00 2.942273193624748160e+02 2.941499999999999773e+02 2.941499999999999773e+02
3.074810126582277689e-02 1.500000000000000000e+00 2.942343267393937367e+02 2.941499999999999773e+02 2.941499999999999773e+02
3.331044303797467410e-02 1.500000000000000000e+00 2.942413204631329222e+02 2.941499999999999773e+02 2.941499999999999773e+02
3.587278481012657477e-02 1.500000000000000000e+00 2.942482966658003534e+02 2.941499999999999773e+02 2.941499999999999773e+02
3.843512658227847545e-02 1.500000000000000000e+00 2.942552514342893915e+02 2.941499999999999773e+02 2.941499999999999773e+02
4.099746835443037613e-02 1.500000000000000000e+00 2.942621810062871646e+02 2.941499999999999773e+02 2.941499999999999773e+02
4.355981012658227680e-02 1.500000000000000000e+00 2.942690815934813600e+02 2.941499999999999773e+02 2.941499999999999773e+02
4.612215189873417748e-02 1.500000000000000000e+00 2.942759500379135602e+02 2.941499999999999773e+02 2.941499999999999773e+02
4.868449367088607815e-02 1.500000000000000000e+00 2.942827827241368368e+02 2.941499999999999773e+02 2.941499999999999773e+02
5.124683544303797883e-02 1.500000000000000000e+00 2.942895774581087949e+02 2.941499999999999773e+02 2.941499999999999773e+02
5.380917721518987951e-02 1.500000000000000000e+00 2.942963306531742660e+02 2.941499999999999773e+02 2.941499999999999773e+02
5.637151898734178018e-02 1.500000000000000000e+00 2.943030413342198699e+02 2.941499999999999773e+02 2.941499999999999773e+02
5.893386075949368086e-02 1.500000000000000000e+00 2.943097057136163812e+02 2.941499999999999773e+02 2.941499999999999773e+02
6.149620253164558153e-02 1.500000000000000000e+00 2.943163242111745603e+02 2.941499999999999773e+02 2.941499999999999773e+02
6.405854430379748221e-02 1.500000000000000000e+00 2.943228925921574159e+02 2.941499999999999773e+02 2.941499999999999773e+02
6.662088607594937595e-02 1.500000000000000000e+00 2.943294127860141884e+02 2.941499999999999773e+02 2.941499999999999773e+02
6.918322784810126969e-02 1.500000000000000000e+00 2.943358798862957428e+02 2.941499999999999773e+02 2.941499999999999773e+02
7.174556962025316342e-02 1.500000000000000000e+00 2.943422973985378803e+02 2.941499999999999773e+02 2.941499999999995225e+02
7.430791139240505716e-02 1.500000000000000000e+00 2.943486595584898851e+02 2.941499999999999773e+02 2.941499999999991815e+02
7.687025316455695090e-02 1.500000000000000000e+00 2.943549714761555833e+02 2.941499999999999773e+02 2.941499999999948614e+02
7.943259493670884464e-02 1.500000000000000000e+00 2.943612263865970249e+02 2.941499999999999773e+02 2.941499999999921329e+02
8.199493670886073837e-02 1.500000000000000000e+00 2.943674310029247181e+02 2.941499999999999773e+02 2.941499999999723514e+02
8.455727848101263211e-02 1.500000000000000000e+00 2.943735774579951681e+02 2.941499999999999773e+02 2.941499999999592774e+02
8.711962025316452585e-02 1.500000000000000000e+00 2.943796740438129973e+02 2.941499999999999773e+02 2.941499999998937938e+02
8.968196202531641958e-02 1.500000000000000000e+00 2.943857117260275231e+02 2.941499999999999773e+02 2.941499999998485464e+02
